index,company_name,industry,revenue_range,hg_rank,hg_score,imd_rank,imd_score,total_jobs,ai_jobs,ai_job_ratio
660,government of ontario,Public Administration,"Over $1,000,000,000",661,20,,,,,
661,vayuz technologies,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",662,20,,,,,
662,carvana,Retail Trade,"Over $1,000,000,000",663,20,,,,,
663,mutt data,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",664,20,,,,,
664,infilect,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999",665,20,,,,,
665,navy federal credit union foundation,Banking and Financial Services,"Over $1,000,000,000",666,20,,,,,
666,carrier global,Manufacturing,"Over $1,000,000,000",667,20,,,,,
667,conduent incorporated,"Professional, Scientific and Technical Services","Over $1,000,000,000",668,19,,,,,
668,wtw measurement systems,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999",669,19,,,,,
669,zp,,"$10,000,000 to $49,999,999",670,19,,,,,
670,trimble,"Professional, Scientific and Technical Services","Over $1,000,000,000",671,19,,,,,
671,flipped ai,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",672,19,,,,,
672,onemain,,,673,19,,,,,
673,databricks,Computer and Electronic Product Manufacturing,"Over $1,000,000,000",674,19,,,,,
674,braintrust3d,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",675,19,,,,,
675,shoptrue,Retail Trade,"$1,000,000 to $9,999,999",676,19,,,,,
676,cigna,,"$10,000,000 to $49,999,999",677,19,,,,,
677,celeb-ai,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999",678,19,,,,,
678,penn state university,Educational Services,"Over $1,000,000,000",679,19,,,,,
679,redberyl tech solutions pvt,,,680,19,,,,,
680,few far,Service Industry,"$1,000,000 to $9,999,999",681,19,,,,,
681,american family insurance,Insurance,"Over $1,000,000,000",682,19,,,,,
682,women of vine spirits,Retail Trade,"$10,000,000 to $49,999,999",683,19,,,,,
683,xiaomi technology,Computer and Electronic Product Manufacturing,"Over $1,000,000,000",684,19,,,,,
684,spotify technology,Media and Entertainment,"Over $1,000,000,000",685,19,,,,,
685,cfa institute,Industry Associations,"$200,000,000 to $499,999,999",686,19,,,,,
686,heise medien,Manufacturing,"$10,000,000 to $49,999,999",687,19,,,,,
687,sae,Industry Associations,"$50,000,000 to $99,999,999",688,19,,,,,
688,aia,Insurance,"Over $1,000,000,000",689,19,140.0,40.0,,,
689,nomad health,,"$10,000,000 to $49,999,999",690,19,,,,,
690,alight delaware,"Professional, Scientific and Technical Services","Over $1,000,000,000",691,19,,,,,
691,tyson foods,Manufacturing,"Over $1,000,000,000",692,19,,,,,
692,alois solutions,Service Industry,"$10,000,000 to $49,999,999",693,19,,,,,
693,ai21 labs,,"$10,000,000 to $49,999,999",694,19,,,,,
694,elder research,,"$10,000,000 to $49,999,999",695,19,,,,,
695,volkswagen,Manufacturing,"Over $1,000,000,000",696,19,25.0,62.0,,,
696,ikea,Retail Trade,"Over $1,000,000,000",697,19,,,,,
697,optimum data analytics,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",698,19,,,,,
698,evalueserve,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999",699,19,,,,,
699,eurofins biodiagnostics,"Professional, Scientific and Technical Services","$200,000,000 to $499,999,999",700,19,,,,,
700,gather ai,Manufacturing,"$1,000,000 to $9,999,999",701,19,,,,,
701,safeway,Retail Trade,"Over $1,000,000,000",702,19,,,,,
702,university of pennsylvania school of nursing,Educational Services,"Over $1,000,000,000",703,19,,,,,
703,chewy com,Retail Trade,"Over $1,000,000,000",704,19,,,,,
704,aira matrix,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999",705,19,,,,,
705,data meaning,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",706,19,,,,,
706,esri,Wholesale Trade,"Over $1,000,000,000",707,19,,,,,
707,centre for computational technologies cctech,,"$10,000,000 to $49,999,999",708,19,,,,,
708,udemy,Educational Services,"$500,000,000 to $999,999,999",709,19,,,,,
709,bath fitter,Retail Trade,"$50,000,000 to $99,999,999",710,19,,,,,
710,open text,Computer and Electronic Product Manufacturing,"Over $1,000,000,000",711,19,,,,,
711,arting digital,,,712,19,,,,,
712,global traffic technologies,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999",713,19,,,,,
713,ferguson enterprises,Wholesale Trade,"Over $1,000,000,000",714,19,,,,,
714,workiva,Computer and Electronic Product Manufacturing,"$500,000,000 to $999,999,999",715,19,,,,,
715,datar labs,"Professional, Scientific and Technical Services","Less than $1,000,000",716,19,,,,,
716,innodatatics innovation data analytics,,"$1,000,000 to $9,999,999",717,19,,,,,
717,technopark trivandrum,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",718,19,,,,,
718,o9 solutions,Computer and Electronic Product Manufacturing,"$50,000,000 to $99,999,999",719,19,,,,,
719,comcast technology solutions,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999",720,19,,,,,
720,omdena,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999",721,19,,,,,
721,data science ua,"Professional, Scientific and Technical Services","Less than $1,000,000",722,19,,,,,
722,outerbounds,Computer and Electronic Product Manufacturing,"Less than $1,000,000",723,19,,,,,
723,walgreens,Retail Trade,"Over $1,000,000,000",724,19,,,,,
724,assemblyai,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",725,19,,,,,
725,te connectivity,Manufacturing,"Over $1,000,000,000",726,19,,,,,
726,stripe,Computer and Electronic Product Manufacturing,"Over $1,000,000,000",727,19,,,,,
727,ocbc,Banking and Financial Services,"Over $1,000,000,000",728,19,,,,,
728,amaris ai pte,,"$1,000,000 to $9,999,999",729,19,,,,,
729,mi-gso pcubed,"Professional, Scientific and Technical Services","$100,000,000 to $199,999,999",730,19,,,,,
730,aitouch,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",731,19,,,,,
731,lvmh moet hennessy louis vuitton,Wholesale Trade,"Over $1,000,000,000",732,19,289.0,15.0,,,
732,techtok,,,733,19,,,,,
733,compagnie de saint gobain,Manufacturing,"Over $1,000,000,000",734,19,,,,,
734,maarut,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",735,19,,,,,
735,court of appeals,Public Administration,"Over $1,000,000,000",736,19,,,,,
736,staples,Retail Trade,"Over $1,000,000,000",737,19,,,,,
737,acz global pvt,,"$1,000,000 to $9,999,999",738,19,,,,,
738,mcdonalds,Retail Trade,"Over $1,000,000,000",739,19,175.0,35.0,,,
739,intuitive apps,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",740,19,,,,,
740,senior resource,Construction and Real Estate,"$100,000,000 to $199,999,999",741,19,,,,,
741,epsilon,"Professional, Scientific and Technical Services","Over $1,000,000,000",742,19,,,,,
742,hso,Construction and Real Estate,"$50,000,000 to $99,999,999",743,19,,,,,
743,elgebra com,,"$1,000,000 to $9,999,999",744,19,,,,,
744,neutigers com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",745,19,,,,,
745,alphastream ai,Banking and Financial Services,"$10,000,000 to $49,999,999",746,19,,,,,
746,marriott,Travel and Tourism,"Over $1,000,000,000",747,19,,,,,
747,infineon technologies,Computer and Electronic Product Manufacturing,"Over $1,000,000,000",748,19,,,,,
748,anheuser busch inbev,Manufacturing,"Over $1,000,000,000",749,19,253.0,26.0,,,
749,nasdaq,Banking and Financial Services,"Over $1,000,000,000",750,19,,,,,
750,infinity financial solutions,,"$10,000,000 to $49,999,999",751,19,,,,,
751,digihelic solutions pvt,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",752,19,,,,,
752,d-vois communications pvt,Media and Entertainment,"$10,000,000 to $49,999,999",753,19,,,,,
753,federal reserve board,Public Administration,"Over $1,000,000,000",754,19,,,,,
754,ameriprise financial,Banking and Financial Services,"Over $1,000,000,000",755,19,274.0,20.0,,,
755,michigan state university main library,Public Administration,"Over $1,000,000,000",756,19,,,,,
756,american welding society,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",757,19,,,,,
757,diatoz digital a to z solutions,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",758,19,,,,,
758,dautom com,,,759,19,,,,,
759,flux auto,,"$1,000,000 to $9,999,999",760,19,,,,,
760,findability ai,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",761,19,,,,,
761,mindsprint pte,,,762,19,,,,,
762,thirdeyedata ai,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",763,19,,,,,
763,eegrab,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",764,19,,,,,
764,paretos com,,,765,19,,,,,
765,skillreigns,,,766,19,,,,,
766,sandia national laboratories,,,767,19,,,,,
767,rockwell automation,Manufacturing,"Over $1,000,000,000",768,19,,,,,
768,georgia-pacific,Manufacturing,"Over $1,000,000,000",769,19,,,,,
769,bulien,"Professional, Scientific and Technical Services","Less than $1,000,000",770,19,,,,,
770,intellify solutions pvt,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",771,19,,,,,
771,dun bradstreet,"Professional, Scientific and Technical Services","Over $1,000,000,000",772,19,,,,,
772,block,,,773,19,,,,,
773,cognet9,,,774,19,,,,,
774,prodware,"Professional, Scientific and Technical Services","$100,000,000 to $199,999,999",775,19,,,,,
775,savannah seeds pvt,Manufacturing,"$10,000,000 to $49,999,999",776,19,,,,,
776,cornell university,Educational Services,"Over $1,000,000,000",777,19,,,,,
777,chowa giken,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",778,19,,,,,
778,basf,Pharmaceuticals and Chemicals Manufacturing,"Over $1,000,000,000",779,19,,,,,
779,indegene,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",780,19,,,,,
780,nsw department of education,Public Administration,"Over $1,000,000,000",781,19,,,,,
781,argo ai,Manufacturing,"$50,000,000 to $99,999,999",782,19,,,,,
782,amazon games,,,783,19,,,,,
783,waterloo engineering society,Educational Services,"$500,000,000 to $999,999,999",784,19,,,,,
784,ifood,Telecommunications,"$100,000,000 to $199,999,999",785,19,,,,,
785,chryselys,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",786,19,,,,,
786,university of virginia,Educational Services,"Over $1,000,000,000",787,19,,,,,
787,velosio,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",788,19,,,,,
788,it alliance australia,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",789,19,,,,,
789,information lab luxembourg,Wholesale Trade,"$10,000,000 to $49,999,999",790,19,,,,,
790,viasat,Computer and Electronic Product Manufacturing,"Over $1,000,000,000",791,19,,,,,
791,futuremug,Public Administration,"$1,000,000 to $9,999,999",792,19,,,,,
792,nexer,"Professional, Scientific and Technical Services","$100,000,000 to $199,999,999",793,19,,,,,
793,goto,Computer and Electronic Product Manufacturing,"Over $1,000,000,000",794,19,,,,,
794,carmansg com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",795,19,,,,,
795,noze,Service Industry,"$1,000,000 to $9,999,999",796,19,,,,,
796,redmart,,,797,19,,,,,
797,groupm,"Professional, Scientific and Technical Services","Over $1,000,000,000",798,19,,,,,
798,vrk it vision,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",799,19,,,,,
799,vertex pharmaceuticals,Pharmaceuticals and Chemicals Manufacturing,"Over $1,000,000,000",800,19,,,,,
800,crane venture partners,Banking and Financial Services,"Less than $1,000,000",801,19,,,,,
801,theron technology solutions,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",802,19,,,,,
802,biz-tech analytics,,,803,18,,,,,
803,bhavyam,,,804,18,,,,,
804,principal financial,Insurance,"Over $1,000,000,000",805,18,,,,,
805,coactive ai,Computer and Electronic Product Manufacturing,"Less than $1,000,000",806,18,,,,,
806,eon systems,,,807,18,,,,,
807,stmicroelectronics,Computer and Electronic Product Manufacturing,"Over $1,000,000,000",808,18,,,,,
808,clinics-choice com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",809,18,,,,,
809,university system of georgia,Educational Services,"Over $1,000,000,000",810,18,,,,,
810,mass general brigham,Health Care and Social Assistance,"Over $1,000,000,000",811,18,,,,,
811,huntington bancshares,Banking and Financial Services,"Over $1,000,000,000",812,18,,,,,
812,amberflux edgeai private,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",813,18,,,,,
813,instapro,,,814,18,,,,,
814,nomura,,,815,18,,,,,
815,truera,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999",816,18,,,,,
816,xpo logistics,Transportation and Warehousing,"Over $1,000,000,000",817,18,,,,,
817,darkstar,,"$1,000,000 to $9,999,999",818,18,,,,,
818,sdaia,,"$10,000,000 to $49,999,999",819,18,,,,,
819,deepbrainz,Computer and Electronic Product Manufacturing,"Less than $1,000,000",820,18,,,,,
820,facctum com,,Unknown,821,18,,,,,
821,safran,Manufacturing,"Over $1,000,000,000",822,18,182.0,34.0,,,
822,bluwave-ai,Service Industry,"$1,000,000 to $9,999,999",823,18,,,,,
823,veracitiz,,"$1,000,000 to $9,999,999",824,18,,,,,
824,western union,Banking and Financial Services,"Over $1,000,000,000",825,18,,,,,
825,experfy,,"$10,000,000 to $49,999,999",826,18,,,,,
826,firsteigen,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",827,18,,,,,
827,codigo - mobile app,Health Care and Social Assistance,"$1,000,000 to $9,999,999",828,18,,,,,
828,miuul,Educational Services,"$10,000,000 to $49,999,999",829,18,,,,,
829,cfb bots pte,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",830,18,,,,,
830,citrix systems,Computer and Electronic Product Manufacturing,"Over $1,000,000,000",831,18,,,,,
831,walt disney animation studios,Media and Entertainment,"$50,000,000 to $99,999,999",832,18,,,,,
832,veritas technologies,"Professional, Scientific and Technical Services","Over $1,000,000,000",833,18,,,,,
833,ai superior,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999",834,18,,,,,
834,mga homecare,Health Care and Social Assistance,Unknown,835,18,,,,,
835,rivian automotive de,Manufacturing,"Over $1,000,000,000",836,18,,,,,
836,prescience decision solutions,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",837,18,,,,,
837,british broadcasting,Media and Entertainment,"Over $1,000,000,000",838,18,,,,,
838,carelon global solutions,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",839,18,,,,,
839,ucla,Educational Services,"Over $1,000,000,000",840,18,,,,,
840,st jude childrens research hospital,Health Care and Social Assistance,"Over $1,000,000,000",841,18,,,,,
841,pri global,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999",842,18,,,,,
842,barhead solutions,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",843,18,,,,,
843,w w grainger,Wholesale Trade,"Over $1,000,000,000",844,18,,,,,
844,saturn cloud,,"$1,000,000 to $9,999,999",845,18,,,,,
845,moveworks,Retail Trade,"$1,000,000 to $9,999,999",846,18,,,,,
846,ellipse solutions,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",847,18,,,,,
847,gauntlet,Media and Entertainment,"Less than $1,000,000",848,18,,,,,
848,zoominfo technologies,Computer and Electronic Product Manufacturing,"Over $1,000,000,000",849,18,,,,,
849,integrated projects,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",850,18,,,,,
850,kumavision,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999",851,18,,,,,
851,celebal technologies,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999",852,18,33.0,58.0,,,
852,ohio state university wexner medical center,Educational Services,"Over $1,000,000,000",853,18,,,,,
853,kaizer software solutions,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",854,18,,,,,
854,asml,Manufacturing,"Over $1,000,000,000",855,18,156.0,38.0,,,
855,cathay financial,Insurance,"Over $1,000,000,000",856,18,,,,,
856,phoenix,Insurance,"Over $1,000,000,000",857,18,,,,,
857,avalara,Computer and Electronic Product Manufacturing,"$500,000,000 to $999,999,999",858,18,,,,,
858,rich products,Manufacturing,"Over $1,000,000,000",859,18,,,,,
859,genellipse com,,"$1,000,000 to $9,999,999",860,18,,,,,
860,news,Media and Entertainment,"Over $1,000,000,000",861,18,,,,,
861,unusual ventures,Banking and Financial Services,"$100,000,000 to $199,999,999",862,18,,,,,
862,biocarbon engineering,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",863,18,,,,,
863,xerox,Computer and Electronic Product Manufacturing,"Over $1,000,000,000",864,18,,,,,
864,datenwissen com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",865,18,,,,,
865,visionyle solutions,,"$10,000,000 to $49,999,999",866,18,,,,,
866,proa tecnologia criativa,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",867,18,,,,,
867,allozymes,"Professional, Scientific and Technical Services","Less than $1,000,000",868,18,,,,,
868,johns hopkins university applied physics laboratory,"Professional, Scientific and Technical Services","Over $1,000,000,000",869,18,,,,,
869,american advertising federation,,"$1,000,000 to $9,999,999",870,18,,,,,
870,laboratory of america,Health Care and Social Assistance,"Over $1,000,000,000",871,18,,,,,
871,resmed,Manufacturing,"Over $1,000,000,000",872,18,,,,,
872,melonfrost,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",873,18,,,,,
873,snuailab com,,Unknown,874,18,,,,,
874,vote net in,,,875,18,,,,,
875,barbora,Retail Trade,"$10,000,000 to $49,999,999",876,18,,,,,
876,bizmetric,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",877,18,,,,,
877,petsmart,Retail Trade,"Over $1,000,000,000",878,18,,,,,
878,flexosense,,,879,18,,,,,
879,ai fund,Banking and Financial Services,"$10,000,000 to $49,999,999",880,18,,,,,
880,washington metropolitan area transit authority wmata,Public Administration,"Over $1,000,000,000",881,18,,,,,
881,trifacta,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",882,18,,,,,
882,airbnb,Travel and Tourism,"Over $1,000,000,000",883,18,,,,,
883,radiusai,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999",884,18,,,,,
884,revel it,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",885,18,,,,,
885,dataeconomy,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",886,18,,,,,
886,sas,Computer and Electronic Product Manufacturing,"Over $1,000,000,000",887,18,,,,,
887,annalect,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999",888,18,,,,,
888,striveworks,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",889,18,,,,,
889,canadian tire,Retail Trade,"Over $1,000,000,000",890,18,,,,,
890,astek,"Professional, Scientific and Technical Services","$100,000,000 to $199,999,999",891,18,,,,,
891,briskwin it solutions,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",892,18,,,,,
892,snorkel ai,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",893,18,,,,,
893,vinbrain net,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",894,18,,,,,
894,stability ai,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",895,18,,,,,
895,pixelphant,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",896,18,,,,,
896,terray therapeutics,"Professional, Scientific and Technical Services","Less than $1,000,000",897,18,,,,,
897,hydatis com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",898,18,,,,,
898,highradius,Computer and Electronic Product Manufacturing,"$200,000,000 to $499,999,999",899,18,,,,,
899,nod ai,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999",900,18,,,,,
900,lumiq,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",901,18,,,,,
901,femtherapeutics,Manufacturing,"Less than $1,000,000",902,18,,,,,
902,major league baseball mlb,Media and Entertainment,"$200,000,000 to $499,999,999",903,18,,,,,
903,cirruslabs,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999",904,18,,,,,
904,beyond limits,"Professional, Scientific and Technical Services","Less than $1,000,000",905,18,,,,,
905,orion systems integrators,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999",906,18,,,,,
906,flipkart,Retail Trade,"Over $1,000,000,000",907,18,,,,,
907,meterwork,"Professional, Scientific and Technical Services","Less than $1,000,000",908,18,,,,,
908,zeiss,,,909,18,,,,,
909,siena ai,,"Less than $1,000,000",910,18,,,,,
910,peak,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",911,18,,,,,
911,alera,Insurance,"$200,000,000 to $499,999,999",912,18,,,,,
912,wex,Banking and Financial Services,"Over $1,000,000,000",913,18,,,,,
913,rtbanalytica,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",914,18,,,,,
914,ics global soft,,"$1,000,000 to $9,999,999",915,18,,,,,
915,invent analytics,,"$10,000,000 to $49,999,999",916,18,,,,,
916,agencykpi,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",917,18,,,,,
917,creyon bio,,"$1,000,000 to $9,999,999",918,18,,,,,
918,interex,Service Industry,"$1,000,000 to $9,999,999",919,18,,,,,
919,galytix,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",920,18,,,,,
920,srivango technologies,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",921,18,,,,,
921,clorox,Pharmaceuticals and Chemicals Manufacturing,"Over $1,000,000,000",922,18,,,,,
922,office depot,Retail Trade,"Over $1,000,000,000",923,18,,,,,
923,gac solutions,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",924,18,,,,,
924,southern illinois healthcare,Health Care and Social Assistance,"$500,000,000 to $999,999,999",925,18,,,,,
925,monks associates,,,926,18,,,,,
926,enexus global,,"$1,000,000 to $9,999,999",927,18,,,,,
927,norristown bell credit union,,"$1,000,000 to $9,999,999",928,18,,,,,
928,ocurate,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999",929,18,,,,,
929,university of rochester,Educational Services,"Over $1,000,000,000",930,18,,,,,
930,blue cross blue shield of michigan,Insurance,"Over $1,000,000,000",931,18,,,,,
931,avery products,Manufacturing,"Over $1,000,000,000",932,18,,,,,
932,paysera,Banking and Financial Services,"$10,000,000 to $49,999,999",933,18,,,,,
933,vinbigdata com,"Professional, Scientific and Technical Services",Unknown,934,18,,,,,
934,bitanimate,Computer and Electronic Product Manufacturing,"Less than $1,000,000",935,18,,,,,
935,synativ com,,Unknown,936,18,,,,,
936,algonomy,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",937,18,,,,,
937,sahara communications,,,938,18,,,,,
938,alphalayer,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999",939,18,,,,,
939,adesso,"Professional, Scientific and Technical Services","Over $1,000,000,000",940,18,,,,,
940,aflac northern ireland,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",941,18,,,,,
941,heretic,Banking and Financial Services,"Less than $1,000,000",942,18,,,,,
942,a3data,,"$1,000,000 to $9,999,999",943,18,,,,,
943,paramount network,Media and Entertainment,"Over $1,000,000,000",944,18,,,,,
944,eaglys,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",945,18,,,,,
945,psiori,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999",946,18,,,,,
946,assa abloy,Manufacturing,"Over $1,000,000,000",947,18,,,,,
947,blueprint power,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999",948,18,,,,,
948,prisma ai pte,,"$10,000,000 to $49,999,999",949,18,,,,,
949,sensetime,Computer and Electronic Product Manufacturing,"$500,000,000 to $999,999,999",950,18,,,,,
950,7 eleven,Retail Trade,"Over $1,000,000,000",951,18,,,,,
951,ansys,Computer and Electronic Product Manufacturing,"Over $1,000,000,000",952,18,,,,,
952,bay-one for africa,,"$1,000,000 to $9,999,999",953,18,,,,,
953,data wave technologies,,"$1,000,000 to $9,999,999",954,18,,,,,
954,gainwell technologies,"Professional, Scientific and Technical Services","$500,000,000 to $999,999,999",955,18,,,,,
955,ecolab,Utilities,"Over $1,000,000,000",956,18,,,,,
956,data science district,"Professional, Scientific and Technical Services","Less than $1,000,000",957,18,,,,,
957,seasalt ai,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999",958,18,,,,,
958,equilibriumenergy com,Service Industry,"$10,000,000 to $49,999,999",959,18,,,,,
959,national basketball association nba,Media and Entertainment,"$200,000,000 to $499,999,999",960,18,,,,,
960,parsionate,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",961,18,,,,,
961,rawmind,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",962,18,,,,,
962,upgrad,,"$10,000,000 to $49,999,999",963,18,,,,,
963,fidius advisory,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",964,18,,,,,
964,juniper networks,Computer and Electronic Product Manufacturing,"Over $1,000,000,000",965,18,,,,,
965,roku,Computer and Electronic Product Manufacturing,"Over $1,000,000,000",966,18,,,,,
966,new jersey institute of technology,Educational Services,"$500,000,000 to $999,999,999",967,18,,,,,
967,antilles-guyane bnpparibas,"Professional, Scientific and Technical Services","$200,000,000 to $499,999,999",968,18,,,,,
968,annapurna labs,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999",969,18,,,,,
969,strong analytics,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",970,18,,,,,
970,benchsci,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",971,18,,,,,
971,foundry,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999",972,18,,,,,
972,inworld ai,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999",973,18,,,,,
973,claim genius,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",974,18,,,,,
974,keasis,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",975,18,,,,,
975,datatobiz,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999",976,18,,,,,
976,millenniumit esp,,,977,18,,,,,
977,dallasdatascienceacademy com,"Professional, Scientific and Technical Services","Less than $1,000,000",978,18,,,,,
978,ktech products,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999",979,18,,,,,
979,nine marketing,"Professional, Scientific and Technical Services","Less than $1,000,000",980,18,,,,,
980,hartford financial services,Insurance,"Over $1,000,000,000",981,18,,,,,
981,elsevier,Media and Entertainment,"$500,000,000 to $999,999,999",982,18,,,,,
982,medineos observational research,,"$1,000,000 to $9,999,999",983,18,,,,,
983,shabak - israeli security agency - career,Public Administration,Unknown,984,18,,,,,
984,sight spectrum,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999",985,18,,,,,
985,tile shop,Retail Trade,"$200,000,000 to $499,999,999",986,18,,,,,
986,inndata analytics private,,"$1,000,000 to $9,999,999",987,17,,,,,
987,radius ai,,"$1,000,000 to $9,999,999",988,17,,,,,
988,activeloop,Technical,"$1,000,000 to $9,999,999",989,17,,,,,
989,statusneo,Technical,"$50,000,000 to $99,999,999",990,17,,,,,
990,ebizcharge,Technical,"$10,000,000 to $49,999,999",991,17,,,,,
991,biz-metric,Technical,"$10,000,000 to $49,999,999",992,17,,,,,
992,jai kisan,Finance,"$10,000,000 to $49,999,999",993,17,,,,,
993,w w grainger,Technical,"Over $1,000,000,000",994,17,,,,,
994,highradius,Finance,"$200,000,000 to $499,999,999",995,17,,,,,
995,commonwealth annuity life insurance,Manufacturing,"$200,000,000 to $499,999,999",996,17,,,,,
996,ceevra,Technical,"$1,000,000 to $9,999,999",997,17,,,,,
997,barhead solutions,Insurance,"$50,000,000 to $99,999,999",998,17,,,,,
998,ntt america,Telecommunications,"$500,000,000 to $999,999,999",999,17,,,,,
999,techcarrot,Telecommunications,"$500,000,000 to $999,999,999",1000,17,,,,,
